74.13, green, white
73.29, green, white
39.2, red, white
26.8, red, white
76.22, green, white
66.96, green, black
13.96, red, black
41.95, red, black
74.35, green, white
58.81, green, black
60.62, green, white
84.39, green, black
27.94, red, white
46.84, red, white
41.97, red, white
70.22, green, white
40.24, red, white
29.6, red, black
60.41, green, black
77.87, green, white
32.55, red, white
49.72, green, black
66.09, green, black
32.85, red, white
84.6, green, white
65.05, green, white
43.06, red, black
31.51, red, black
67.08, green, black
63.35, green, white
81.48, green, white
50.0, red, black
39.78, red, white
25.72, red, black
65.03, green, black
44.59, red, black
33.73, red, white
13.28, red, white
62.38, green, black
63.25, green, black
26.1, red, black
71.22, green, white
25.14, red, black
30.61, red, white
34.62, red, white
26.07, red, white
41.53, red, black
77.15, green, black
58.19, green, black
35.19, red, white
92.24, green, white
71.48, green, black
21.78, red, white
31.06, red, black
69.15, green, black
80.18, green, black
63.83, green, black
55.84, green, white
66.08, green, black
75.76, green, black
26.74, red, black
13.94, red, black
24.58, red, white
37.24, red, black
91.29, green, black
37.41, red, black
72.62, green, white
15.53, red, white
56.01, green, black
87.69, green, black
30.15, red, black
33.07, red, white
23.11, red, white
26.68, red, white
29.62, red, black
87.6, green, white
69.02, green, white
65.83, green, black
63.88, green, black
26.81, red, white
28.17, red, black
77.94, green, white
73.38, green, white
29.73, red, black
26.42, red, white
53.83, green, black
68.49, green, white
27.76, red, black
61.23, green, white
84.69, green, white
29.28, red, white
9.63, red, white
25.34, red, white
43.96, red, black
72.44, green, white
22.3, red, black
39.09, red, white
31.13, red, black
18.53, red, black
57.44, green, white
34.66, red, white
24.66, red, white
38.07, red, black
81.72, green, white
68.1, green, white
34.18, red, black
59.72, green, white
39.36, red, black
72.41, green, white
19.83, red, black
33.01, red, black
69.96, green, black
25.14, red, white
36.2, red, white
47.83, red, black
45.0, red, white
25.28, red, black
39.76, red, black
33.79, red, black
12.19, red, white
70.76, green, white
69.56, green, black
26.87, red, white
78.64, green, black
29.46, red, white
79.37, green, black
25.11, red, black
29.74, red, white
61.54, green, black
32.26, red, white
40.91, red, white
33.93, red, black
24.64, red, white
70.92, green, black
24.68, red, white
24.36, red, white
20.98, red, white
28.63, red, white
33.01, red, black
28.81, red, white
21.42, red, black
49.13, green, white
28.24, red, white
25.7, red, black
33.13, red, black
84.4, green, black
37.27, red, black
91.95, green, black
37.57, red, white
80.77, green, white
34.75, red, white
73.36, green, black
90.37, green, white
63.28, green, black
62.38, green, black
29.1, red, black
72.0, green, black
25.77, red, white
38.93, red, white
77.99, green, black
63.07, green, black
59.32, green, black
27.88, red, black
58.68, green, white
23.26, red, white
31.7, red, white
28.96, red, white
21.92, red, black
19.23, red, black
32.24, red, white
71.97, green, white
26.18, red, white
73.75, green, black
12.34, red, white
83.59, green, black
30.03, red, white
33.1, red, black
35.0, red, white
67.42, green, white
26.21, red, white
80.24, green, white
76.39, green, black
41.53, red, white
29.69, red, black
60.66, green, black
33.52, red, white
78.04, green, white
82.26, green, black
68.94, green, white
46.21, green, black
28.58, red, white
18.88, red, white
68.47, green, black
68.18, green, white
12.23, red, white
31.85, red, black
68.38, green, black
68.59, green, black
72.74, green, black
74.25, green, white
65.39, green, black
24.43, red, black
67.21, green, white
73.15, green, white
39.85, red, black
74.51, green, white
1.3, red, black
63.77, green, white
81.84, green, white
69.88, green, black
33.05, red, black
37.36, red, black
23.12, red, black
85.3, green, black
92.96, green, black
54.43, green, black
20.05, red, black
26.36, red, black
69.66, green, black
27.34, red, black
18.59, red, black
73.55, green, black
41.0, red, black
65.12, green, black
21.98, red, white
22.51, red, black
31.1, red, black
57.73, green, white
29.92, red, white
52.77, green, black
18.67, red, black
67.1, green, white
14.98, red, white
49.18, red, black
30.56, red, black
42.34, red, white
35.76, red, white
52.95, green, white
44.48, red, black
34.0, red, black
88.52, green, black
8.24, red, white
79.72, green, white
41.75, red, white
29.79, red, white
25.86, red, white
51.2, red, white
66.45, green, black
62.64, green, white
24.91, red, black
11.78, red, white
27.93, red, white
68.94, green, white
18.36, red, black
73.92, green, white
34.09, red, black
57.6, green, white
21.31, red, black
76.34, green, white
40.23, red, white
65.14, green, black
80.34, green, black
64.0, green, black
74.84, green, black
25.82, red, white
76.13, green, black
71.02, green, white
29.31, red, white
70.93, green, black
41.28, red, white
75.9, green, black
28.71, red, white
65.9, green, black
29.85, red, white
22.33, red, black
78.1, green, black
62.7, green, black
34.44, red, white
83.25, green, black
65.66, green, black
68.68, green, white
15.56, red, black
70.51, green, white
21.01, red, black
26.3, red, white
43.54, red, black
74.58, green, black
29.2, red, white
9.51, red, black
25.46, red, white
84.42, green, black
76.1, green, white
73.88, green, white
79.19, green, white
38.96, red, white
59.43, green, black
37.91, red, black
26.05, red, white
90.48, green, white
87.38, green, white
37.07, red, white
35.46, red, white
71.65, green, white
70.53, green, black
21.04, red, black
28.68, red, white
63.52, green, black
32.74, red, white
40.18, red, white
74.19, green, white
31.28, red, white
75.32, green, white
75.52, green, black
25.85, red, black
60.18, green, white
69.75, green, white
76.14, green, white
76.28, green, white
65.5, green, black
34.72, red, white
76.13, green, white
62.37, green, black
46.78, red, black
31.3, red, white
72.67, green, white
66.5, green, white
24.67, red, black
79.79, green, white
67.41, green, white
67.24, green, black
30.64, red, black
82.77, green, white
80.85, green, black
75.74, green, white
26.67, red, white
61.8, green, white
41.58, red, white
64.31, green, white
38.22, red, white
64.77, green, black
61.48, green, black
81.01, green, black
12.51, red, black
67.26, green, white
87.43, green, black
27.76, red, black
39.19, red, white
65.5, green, white
81.24, green, black
82.67, green, black
35.66, red, white
82.87, green, black
68.38, green, black
32.3, red, white
26.46, red, white
73.93, green, black
62.24, green, black
27.74, red, white
14.92, red, black
81.19, green, black
75.11, green, white
70.32, green, black
63.58, green, white
22.41, red, white
64.53, green, white
36.88, red, black
39.36, red, black
19.23, red, black
27.43, red, white
47.18, green, white
26.81, red, black
29.05, red, black
35.68, red, black
57.82, green, white
36.4, red, white
34.82, red, white
30.18, red, black
78.58, green, white
16.22, red, white
10.04, red, black
25.27, red, white
29.79, red, black
39.35, red, white
73.57, green, white
85.12, green, white
62.86, green, white
59.4, green, black
36.99, red, white
66.94, green, black
27.69, red, black
73.03, green, white
82.56, green, white
70.04, green, black
72.62, green, white
79.81, green, black
73.09, green, black
38.26, red, white
26.7, red, black
39.69, red, white
81.9, green, white
32.4, red, white
52.11, green, white
60.92, green, white
10.18, red, black
36.15, red, white
67.01, green, black
66.3, green, white
59.64, green, black
23.34, red, black
28.19, red, white
79.55, green, black
70.66, green, white
84.65, green, white
75.42, green, black
70.45, green, white
17.08, red, white
43.54, red, black
23.49, red, black
25.78, red, black
20.93, red, black
78.08, green, white
91.26, green, white
64.17, green, black
72.85, green, black
21.87, red, black
70.33, green, black
36.24, red, white
70.49, green, white
60.25, green, black
68.63, green, black
78.76, green, white
26.96, red, white
73.24, green, black
75.13, green, black
26.46, red, black
23.36, red, white
24.47, red, white
10.32, red, black
64.73, green, black
76.04, green, white
25.33, red, black
31.54, red, black
23.6, red, white
50.92, green, white
17.4, red, white
58.99, green, white
65.42, green, black
34.59, red, white
43.04, red, black
79.68, green, black
64.14, green, white
57.61, green, white
59.09, green, black
26.01, red, black
59.2, green, white
69.13, green, white
44.31, red, black
62.01, green, white
62.98, green, white
18.18, red, white
79.79, green, white
31.32, red, white
30.68, red, black
59.18, green, black
64.89, green, black
64.41, green, white
23.78, red, white
32.84, red, black
29.28, red, white
70.66, green, white
29.52, red, white
7.74, red, white
29.99, red, white
30.3, red, white
80.72, green, black
24.97, red, white
36.2, red, white
75.31, green, black
67.36, green, white
57.27, green, black
38.04, red, white
66.67, green, black
27.91, red, white
84.4, green, white
18.04, red, black
33.64, red, white
33.76, red, black
50.66, green, white
29.44, red, black
69.11, green, black
66.15, green, black
77.54, green, black
15.14, red, white
80.03, green, black
84.14, green, black
50.57, green, white
42.45, red, white
60.5, green, white
31.74, red, black
65.47, green, white
57.28, green, white
75.97, green, black
34.83, red, white
30.67, red, white
62.88, green, black
63.87, green, black
41.55, red, black
73.87, green, black
16.32, red, black
73.86, green, black
53.23, red, white
49.53, red, white
71.99, green, white
89.33, green, white
71.34, green, white
31.49, red, white
24.92, red, white
30.57, red, black
69.0, green, white
66.01, green, black
25.45, red, black
63.37, green, white
80.75, green, white
63.04, green, white
74.64, green, black
13.07, red, black
11.46, red, black
20.86, red, black
50.21, green, white
61.2, green, black
29.61, red, black
54.2, green, white
60.59, green, black
93.15, green, black
64.29, green, white
36.83, red, black
41.26, red, black
70.0, green, white
40.43, red, black
17.66, red, black
72.34, green, white
53.06, red, white
36.15, red, black
92.71, green, black
67.87, green, black
71.25, green, white
27.6, red, black
56.18, green, white
16.9, red, white
43.91, red, white
65.22, green, black
26.23, red, white
76.0, green, black
20.09, red, black
83.87, green, white
59.38, green, black
66.64, green, white
35.58, red, white
65.93, green, white
64.97, green, black
63.23, green, white
67.26, green, black
72.85, green, white
39.67, red, white
82.15, green, white
46.57, red, black
74.3, green, black
14.17, red, white
21.48, red, white
20.68, red, black
30.7, red, white
31.27, red, black
77.02, green, black
59.94, green, black
18.42, red, black
73.49, green, black
27.43, red, white
34.0, red, white
79.45, green, black
70.9, green, black
68.83, green, white
29.39, red, black
35.4, red, white
37.34, red, white
75.48, green, black
58.17, green, black
74.99, green, black
76.97, green, white
18.54, red, black
59.67, green, black
31.4, red, white
64.69, green, black
74.07, green, white
63.91, green, white
27.8, red, white
36.01, red, white
20.53, red, black
25.32, red, white
72.06, green, black
63.52, green, white
75.05, green, white
82.0, green, black
65.8, green, white
23.4, red, black
53.47, green, white
61.02, green, black
32.64, red, white
60.85, green, white
39.35, red, black
81.26, green, black
32.01, red, white
28.08, red, black
24.88, red, white
35.58, red, white
63.05, green, white
37.81, red, black
22.72, red, black
69.69, green, black
58.53, green, black
39.7, red, white
28.62, red, black
34.24, red, black
80.79, green, black
81.68, green, black
24.22, red, black
32.4, red, black
26.57, red, black
62.08, green, white
84.87, green, black
34.57, red, black
13.22, red, white
32.66, red, black
83.97, green, white
47.42, red, white
55.54, green, white
68.34, green, white
90.43, green, black
40.16, red, black
